"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"ILLPOP_AG15T24_RUR_F","Illiterate youth population, 15-24 years, rural, female (number)","BDI","Burundi","2017","2017",132857,,
"ILLPOP_AG15T24_RUR_M","Illiterate youth population, 15-24 years, rural, male (number)","RWA","Rwanda","2018","2018",168767,,
"ILLPOP_AG15T24_RUR_M","Illiterate youth population, 15-24 years, rural, male (number)","RWA","Rwanda","2022","2022",148942,,
"ILLPOP_AG15T24_URB_F","Illiterate youth population, 15-24 years, urban, female (number)","MLI","Mali","2018","2018",188089,,
"ILLPOP_AG15T24_URB_F","Illiterate youth population, 15-24 years, urban, female (number)","MLI","Mali","2020","2020",222734,,
"ILLPOP_AG15T24_URB_F","Illiterate youth population, 15-24 years, urban, female (number)","VNM","Viet Nam","2019","2019",11070,,
"ILLPOP_AG15T24_RUR_M","Illiterate youth population, 15-24 years, rural, male (number)","ECU","Ecuador","2017","2017",5462,,
"ILLPOP_AG15T24_RUR_M","Illiterate youth population, 15-24 years, rural, male (number)","ECU","Ecuador","2020","2020",8393,,
"ILLPOP_AG15T24_RUR_M","Illiterate youth population, 15-24 years, rural, male (number)","ECU","Ecuador","2021","2021",4525,,
"ILLPOP_AG15T24_RUR_M","Illiterate youth population, 15-24 years, rural, male (number)","ECU","Ecuador","2022","2022",6995,,
"ILLPOP_AG15T24_URB_M","Illiterate youth population, 15-24 years, urban, male (number)","BRA","Brazil","2017","2017",136796,"+","National Estimation"
"ILLPOP_AG15T24_URB_M","Illiterate youth population, 15-24 years, urban, male (number)","BRA","Brazil","2018","2018",113166,"+","National Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","CIV","Côte d'Ivoire","2019","2019",190954,,
"ILLPOP_AG15T24_URB_F","Illiterate youth population, 15-24 years, urban, female (number)","RUS","Russian Federation","2021","2021",2461,,
"ILLPOP_AG15T24_URB_M","Illiterate youth population, 15-24 years, urban, male (number)","ESP","Spain","2018","2018",4671,"+","National Estimation"
"ILLPOP_AG15T24_URB_M","Illiterate youth population, 15-24 years, urban, male (number)","ESP","Spain","2020","2020",10904,"+","National Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","BRN","Brunei Darussalam","2018","2018",71,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","BRN","Brunei Darussalam","2021","2021",56,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","COG","Congo","2021","2021",78750,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","JOR","Jordan","2021","2021",7637,"‡","UIS Estimation"
"ILLPOP_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, both sexes (number)","URY","Uruguay","2017","2017",221,"+","National Estimation"
"ILLPOP_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, both sexes (number)","URY","Uruguay","2018","2018",116,"+","National Estimation"
"ILLPOP_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, both sexes (number)","URY","Uruguay","2019","2019",218,"+","National Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","COD","Democratic Republic of the Congo","2022","2022",1351717,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","MRT","Mauritania","2021","2021",97628,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","ESP","Spain","2018","2018",7230,"+","National Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","ESP","Spain","2020","2020",12351,"+","National Estimation"
"ILLPOP_AG15T24_RUR_F","Illiterate youth population, 15-24 years, rural, female (number)","OMN","Oman","2022","2022",260,"+","National Estimation"
"ILLPOP_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, both sexes (number)","MMR","Myanmar","2019","2019",337341,,
"ILLPOP_AG15T24_URB_F","Illiterate youth population, 15-24 years, urban, female (number)","CHL","Chile","2017","2017",11226,"+","National Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","PRY","Paraguay","2018","2018",6824,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","PRY","Paraguay","2019","2019",7889,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","PRY","Paraguay","2020","2020",7998,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40656","Oceania (excluding Australia and New Zealand)","2017","2017",344167,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40656","Oceania (excluding Australia and New Zealand)","2018","2018",350871,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40656","Oceania (excluding Australia and New Zealand)","2019","2019",357501,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40656","Oceania (excluding Australia and New Zealand)","2020","2020",364018,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40656","Oceania (excluding Australia and New Zealand)","2021","2021",370155,"‡","UIS Estimation"
"ILLPOP_AG15T24_RUR_M","Illiterate youth population, 15-24 years, rural, male (number)","AZE","Azerbaijan","2017","2017",103,"+","National Estimation"
"ILLPOP_AG15T24_RUR_M","Illiterate youth population, 15-24 years, rural, male (number)","AZE","Azerbaijan","2019","2019",103,"+","National Estimation"
"ILLPOP_AG15T24_RUR_M","Illiterate youth population, 15-24 years, rural, male (number)","AZE","Azerbaijan","2023","2023",604,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40042","Lower middle income countries","2017","2017",26622170,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40042","Lower middle income countries","2018","2018",25917843,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40042","Lower middle income countries","2019","2019",20460859,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40042","Lower middle income countries","2020","2020",20189480,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40042","Lower middle income countries","2021","2021",19853249,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","40042","Lower middle income countries","2022","2022",19466971,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","SEN","Senegal","2017","2017",530394,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","SEN","Senegal","2022","2022",416378,"‡","UIS Estimation"
"ILLPOP_AG15T24_URB_F","Illiterate youth population, 15-24 years, urban, female (number)","BDI","Burundi","2017","2017",5078,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","CRI","Costa Rica","2021","2021",1505,"‡","UIS Estimation"
"ILLPOP_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, both sexes (number)","PAK","Pakistan","2017","2017",8622194,,
"ILLPOP_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, both sexes (number)","PAK","Pakistan","2018","2018",9519704,,
"ILLPOP_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, both sexes (number)","PAK","Pakistan","2019","2019",9613421,,
"ILLPOP_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, both sexes (number)","ROU","Romania","2021","2021",346,"+","National Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","ERI","Eritrea","2018","2018",25629,"‡","UIS Estimation"
"ILLPOP_AG15T24_URB_F","Illiterate youth population, 15-24 years, urban, female (number)","LKA","Sri Lanka","2017","2017",2827,,
"ILLPOP_AG15T24_URB_F","Illiterate youth population, 15-24 years, urban, female (number)","LKA","Sri Lanka","2018","2018",909,,
"ILLPOP_AG15T24_URB_F","Illiterate youth population, 15-24 years, urban, female (number)","LKA","Sri Lanka","2019","2019",477,,
"ILLPOP_AG15T24_URB_F","Illiterate youth population, 15-24 years, urban, female (number)","LKA","Sri Lanka","2020","2020",2638,,
"ILLPOP_AG15T24_URB_F","Illiterate youth population, 15-24 years, urban, female (number)","LKA","Sri Lanka","2021","2021",2377,,
"ILLPOP_AG15T24_URB_F","Illiterate youth population, 15-24 years, urban, female (number)","LKA","Sri Lanka","2022","2022",1154,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","BOL","Bolivia (Plurinational State of)","2020","2020",4777,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","ALB","Albania","2022","2022",193,"‡","UIS Estimation"
"ILLPOP_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, both sexes (number)","PHL","Philippines","2019","2019",220558,,
"ILLPOP_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, both sexes (number)","PHL","Philippines","2020","2020",107607,,
"ILLPOP_AG15T24_URB_M","Illiterate youth population, 15-24 years, urban, male (number)","CIV","Côte d'Ivoire","2019","2019",87520,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40044","Low income countries","2017","2017",18208980,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40044","Low income countries","2018","2018",19064432,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40044","Low income countries","2019","2019",19398850,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40044","Low income countries","2020","2020",19790233,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40044","Low income countries","2021","2021",19869855,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","40044","Low income countries","2022","2022",19924720,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","LBR","Liberia","2017","2017",244674,"‡","UIS Estimation"
"ILLPOP_AG15T24_RUR_F","Illiterate youth population, 15-24 years, rural, female (number)","MLI","Mali","2018","2018",852715,,
"ILLPOP_AG15T24_RUR_F","Illiterate youth population, 15-24 years, rural, female (number)","MLI","Mali","2020","2020",1002359,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","COL","Colombia","2018","2018",890158,"+","National Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","COL","Colombia","2019","2019",884982,"+","National Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","COL","Colombia","2020","2020",778832,"+","National Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","MLT","Malta","2021","2021",7725,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","LTU","Lithuania","2021","2021",2084,"‡","UIS Estimation"
"ILLPOP_AG15T99_URB","Adult illiterate population, 15+ years, urban, both sexes (number)","VNM","Viet Nam","2019","2019",431080,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","SEN","Senegal","2017","2017",887962,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","SEN","Senegal","2022","2022",740022,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40535","South and West Asia","2017","2017",235082389,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40535","South and West Asia","2018","2018",235981300,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40535","South and West Asia","2019","2019",240409309,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40535","South and West Asia","2020","2020",238877221,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40535","South and West Asia","2021","2021",236523382,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40535","South and West Asia","2022","2022",230933446,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","NAM","Namibia","2021","2021",59572,"‡","UIS Estimation"
"ILLPOP_AG15T24_URB","Illiterate youth population, 15-24 years, urban, both sexes (number)","URY","Uruguay","2017","2017",5470,"+","National Estimation"
"ILLPOP_AG15T24_URB","Illiterate youth population, 15-24 years, urban, both sexes (number)","URY","Uruguay","2018","2018",5838,"+","National Estimation"
"ILLPOP_AG15T24_URB","Illiterate youth population, 15-24 years, urban, both sexes (number)","URY","Uruguay","2019","2019",4930,"+","National Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40611","Eastern Asia","2017","2017",37729901,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40611","Eastern Asia","2018","2018",36290665,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40611","Eastern Asia","2019","2019",34467806,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40611","Eastern Asia","2020","2020",31336575,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","40611","Eastern Asia","2021","2021",31365664,"‡","UIS Estimation"
"ILLPOP_AG15T99_URB_F","Adult illiterate population, 15+ years, urban, female (number)","PHL","Philippines","2019","2019",356482,,
"ILLPOP_AG15T99_URB_F","Adult illiterate population, 15+ years, urban, female (number)","PHL","Philippines","2020","2020",166534,,
"ILLPOP_AG15T99_URB","Adult illiterate population, 15+ years, urban, both sexes (number)","RUS","Russian Federation","2021","2021",34922,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","ERI","Eritrea","2018","2018",150426,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","ALB","Albania","2022","2022",35819,"‡","UIS Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","TCD","Chad","2022","2022",1173157,"‡","UIS Estimation"
"ILLPOP_AG15T99_RUR_F","Adult illiterate population, 15+ years, rural, female (number)","BGD","Bangladesh","2017","2017",11643147,,
"ILLPOP_AG15T99_RUR_F","Adult illiterate population, 15+ years, rural, female (number)","BGD","Bangladesh","2018","2018",11385679,,
"ILLPOP_AG15T99_RUR_F","Adult illiterate population, 15+ years, rural, female (number)","BGD","Bangladesh","2019","2019",11345494,,
"ILLPOP_AG15T99_RUR_F","Adult illiterate population, 15+ years, rural, female (number)","BGD","Bangladesh","2020","2020",11667366,,
"ILLPOP_AG15T99_RUR_F","Adult illiterate population, 15+ years, rural, female (number)","BGD","Bangladesh","2021","2021",10896919,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40044","Low income countries","2017","2017",133599166,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40044","Low income countries","2018","2018",138370933,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40044","Low income countries","2019","2019",142350617,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40044","Low income countries","2020","2020",146776828,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40044","Low income countries","2021","2021",149866701,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","40044","Low income countries","2022","2022",153702809,"‡","UIS Estimation"
"ILLPOP_AG15T24_RUR_F","Illiterate youth population, 15-24 years, rural, female (number)","RWA","Rwanda","2018","2018",121730,,
"ILLPOP_AG15T24_RUR_F","Illiterate youth population, 15-24 years, rural, female (number)","RWA","Rwanda","2022","2022",89489,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","40550","Small Island Developing States","2017","2017",1259856,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","40550","Small Island Developing States","2018","2018",1269805,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","40550","Small Island Developing States","2019","2019",1279818,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","40550","Small Island Developing States","2020","2020",1288420,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","40550","Small Island Developing States","2021","2021",1299138,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","40550","Small Island Developing States","2022","2022",1308492,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","KWT","Kuwait","2017","2017",3193,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","KWT","Kuwait","2018","2018",4000,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","KWT","Kuwait","2020","2020",3259,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","ZMB","Zambia","2020","2020",840742,"‡","UIS Estimation"
"ILLPOP_AG15T99_RUR","Adult illiterate population, 15+ years, rural, both sexes (number)","THA","Thailand","2018","2018",2360944,"+","National Estimation"
"ILLPOP_AG15T99_URB","Adult illiterate population, 15+ years, urban, both sexes (number)","BDI","Burundi","2017","2017",78509,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","OMN","Oman","2017","2017",157603,"+","National Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","OMN","Oman","2018","2018",154182,"+","National Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","OMN","Oman","2022","2022",97887,"+","National Estimation"
"ILLPOP_AG15T24_URB","Illiterate youth population, 15-24 years, urban, both sexes (number)","ARM","Armenia","2017","2017",173,,
"ILLPOP_AG15T24_URB","Illiterate youth population, 15-24 years, urban, both sexes (number)","ARM","Armenia","2020","2020",124,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","40030","Middle income countries","2017","2017",65485097,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","40030","Middle income countries","2018","2018",66530171,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","40030","Middle income countries","2019","2019",56152623,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","40030","Middle income countries","2020","2020",54749849,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","40030","Middle income countries","2021","2021",53495827,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","40030","Middle income countries","2022","2022",52109545,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","TON","Tonga","2021","2021",178,"‡","UIS Estimation"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","SUR","Suriname","2021","2021",486,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","PRK","Democratic People's Republic of Korea","2018","2018",15,"‡","UIS Estimation"
"ILLPOP_AG15T99_URB_F","Adult illiterate population, 15+ years, urban, female (number)","PAK","Pakistan","2017","2017",7675805,,
"ILLPOP_AG15T99_URB_F","Adult illiterate population, 15+ years, urban, female (number)","PAK","Pakistan","2018","2018",8998170,,
"ILLPOP_AG15T99_URB_F","Adult illiterate population, 15+ years, urban, female (number)","PAK","Pakistan","2019","2019",9078242,,
"ILLPOP_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, both sexes (number)","TGO","Togo","2019","2019",151415,,
"ILLPOP_AG15T99_URB","Adult illiterate population, 15+ years, urban, both sexes (number)","GTM","Guatemala","2018","2018",765656,,
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","COG","Congo","2021","2021",108036,"‡","UIS Estimation"
"ILLPOP_AG15T24_URB","Illiterate youth population, 15-24 years, urban, both sexes (number)","SYR","Syrian Arab Republic","2021","2021",41558,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","AZE","Azerbaijan","2017","2017",10805,"+","National Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","AZE","Azerbaijan","2019","2019",10814,"+","National Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","AZE","Azerbaijan","2023","2023",11330,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","NGA","Nigeria","2018","2018",25827669,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","VEN","Venezuela (Bolivarian Republic of)","2022","2022",250041,"‡","UIS Estimation"
"ILLPOP_AG15T24_RUR","Illiterate youth population, 15-24 years, rural, both sexes (number)","IND","India","2022","2022",7149420,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","UKR","Ukraine","2021","2021",,"‡; n","UIS Estimation; Magnitude nil or negligible"
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","NPL","Nepal","2021","2021",152097,"‡","UIS Estimation"
"ILLPOP_AG15T24_URB","Illiterate youth population, 15-24 years, urban, both sexes (number)","IND","India","2022","2022",1666757,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","CYM","Cayman Islands","2017","2017",254,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","LVA","Latvia","2021","2021",1007,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","TZA","United Republic of Tanzania","2022","2022",2564439,"‡","UIS Estimation"
"ILLPOP_AG15T99_RUR_F","Adult illiterate population, 15+ years, rural, female (number)","GIN","Guinea","2018","2018",2013993,,
"ILLPOP_AG15T99_RUR_M","Adult illiterate population, 15+ years, rural, male (number)","RUS","Russian Federation","2021","2021",27317,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","DOM","Dominican Republic","2022","2022",349540,"‡","UIS Estimation"
"ILLPOP_AG15T24_URB","Illiterate youth population, 15-24 years, urban, both sexes (number)","KWT","Kuwait","2017","2017",18,,
"ILLPOP_AG15T24_URB","Illiterate youth population, 15-24 years, urban, both sexes (number)","KWT","Kuwait","2018","2018",21,,
"ILLPOP_AG15T99_URB","Adult illiterate population, 15+ years, urban, both sexes (number)","THA","Thailand","2018","2018",1028306,"+","National Estimation"
"ILLPOP_AG15T24_F","Youth illiterate population, 15-24 years, female (number)","BEN","Benin","2022","2022",514362,"‡","UIS Estimation"
"ILLPOP_AG15T24_URB","Illiterate youth population, 15-24 years, urban, both sexes (number)","CHL","Chile","2017","2017",23054,"+","National Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40540","Sub-Saharan Africa","2017","2017",76946369,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40540","Sub-Saharan Africa","2018","2018",75463890,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40540","Sub-Saharan Africa","2019","2019",76288095,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40540","Sub-Saharan Africa","2020","2020",78541592,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40540","Sub-Saharan Africa","2021","2021",81171134,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","40540","Sub-Saharan Africa","2022","2022",83428280,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","PRY","Paraguay","2018","2018",123049,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","PRY","Paraguay","2019","2019",141606,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","PRY","Paraguay","2020","2020",117647,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","SAU","Saudi Arabia","2017","2017",566659,"+","National Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","SAU","Saudi Arabia","2020","2020",312516,"+","National Estimation"
"ILLPOP_AG15T99_URB_M","Adult illiterate population, 15+ years, urban, male (number)","MEX","Mexico","2017","2017",819098,"+","National Estimation"
"ILLPOP_AG15T99_URB_M","Adult illiterate population, 15+ years, urban, male (number)","MEX","Mexico","2018","2018",754978,"+","National Estimation"
"ILLPOP_AG15T99_URB_M","Adult illiterate population, 15+ years, urban, male (number)","MEX","Mexico","2020","2020",880636,"+","National Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","ZWE","Zimbabwe","2022","2022",308674,"‡","UIS Estimation"
"ILLPOP_AG15T99_URB_M","Adult illiterate population, 15+ years, urban, male (number)","MLI","Mali","2018","2018",409782,,
"ILLPOP_AG15T99_URB_M","Adult illiterate population, 15+ years, urban, male (number)","MLI","Mali","2020","2020",447700,,
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","BRA","Brazil","2017","2017",5642587,"+","National Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","BRA","Brazil","2018","2018",5550625,"+","National Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","BRA","Brazil","2022","2022",4461836,"‡","UIS Estimation"
"ILLPOP_AG15T99_URB_F","Adult illiterate population, 15+ years, urban, female (number)","MDG","Madagascar","2018","2018",126606,,
"ILLPOP_AG15T99_URB_M","Adult illiterate population, 15+ years, urban, male (number)","SEN","Senegal","2017","2017",564848,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","PHL","Philippines","2019","2019",221268,,
"ILLPOP_AG15T24_M","Youth illiterate population, 15-24 years, male (number)","PHL","Philippines","2020","2020",94990,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","40606","Sub-Saharan Africa","2017","2017",46051337,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","40606","Sub-Saharan Africa","2018","2018",45077635,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","40606","Sub-Saharan Africa","2019","2019",45936338,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","40606","Sub-Saharan Africa","2020","2020",46999510,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","40606","Sub-Saharan Africa","2021","2021",47960467,,
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","40606","Sub-Saharan Africa","2022","2022",48768923,"‡","UIS Estimation"
"ILLPOP_AG15T24","Youth illiterate population, 15-24 years, both sexes (number)","GAB","Gabon","2022","2022",38669,"‡","UIS Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","ESP","Spain","2018","2018",413236,"+","National Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","ESP","Spain","2020","2020",377111,"+","National Estimation"
"ILLPOP_AG15T99_F","Adult illiterate population, 15+ years, female (number)","SDN","Sudan","2018","2018",5377498,"‡","UIS Estimation"
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","MLI","Mali","2018","2018",6525472,,
"ILLPOP_AG15T99","Adult illiterate population, 15+ years, both sexes (number)","MLI","Mali","2020","2020",7497847,,
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","CAF","Central African Republic","2018","2018",649282,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","CAF","Central African Republic","2020","2020",685808,"‡","UIS Estimation"
"ILLPOP_AG15T99_M","Adult illiterate population, 15+ years, male (number)","COM","Comoros","2022","2022",85713,"‡","UIS Estimation"
"ILLPOP_AG15T99_URB_F","Adult illiterate population, 15+ years, urban, female (number)","AFG","Afghanistan","2021","2021",1882643,,
"ILLPOP_AG15T99_URB_F","Adult illiterate population, 15+ years, urban, female (number)","RWA","Rwanda","2018","2018",125505,,
